ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
29-103,30/03/23 00:27:53,https://twitter.com/knowellex/status/1523007044336332805,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino corrupt,@knowellex,Knowell Aranas,Canada eh.   Weed is a miracle pain reliever for Migraine sufferer. Works in Vancouver Coastal Health Canada.,Identified,09/11,1699,2059,"Vancouver, Canada","Not really ,  take over by a corrupt woman Aquino and  people realized now  what a great leader Marcos was",,"Text, Reply",08/05/22 02:29,,Rational,0,1,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false 

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

",,,
29-104,18/04/23 20:59:31,https://twitter.com/WinwinEklabu/status/1561478837073915904,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy bomb,@WinwinEklabu,Mr.Winwin_Situation,"I am proud to be part of ""The 31 Million Strong""",Anonymous,12/15,6439,7131,Metro Manila,"Ninoy Aquino day should be abolished because it is an insult to many Filipinos. Remember we have seen many videos of him threatening to bomb the Philippines and he is the reason why the terrorist NPA was formed. Do we call that a heroism? That's b#llsh1t.

{Alt-text image: a photo which calls for the removal of Ninoy Aquino Day}
",,"Text, Image",22/08/22 06:22,https://drive.google.com/file/d/1bdM4jL7weTBTjCKyUunZR1xyHENi9A88/view?usp=share_link,Rational,29,6,10,,,,"There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

[https://factsfirstph-partners.rappler.com/4214/fact-check-jay-sonza-says-ninoy-aquino-jr-joma-sison-masterminds-1971-plaza-miranda-bombing/]

While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",Tagged as 'Anonymous' since person in the pfp cannot be verified if it is really him + no full name disclosed.,,
29-105,18/04/23 21:06:44,https://twitter.com/KineticsKojalen/status/1043067253896278016,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy bomb,@KineticsKojalen,Jekaw,Yes Im Bioman.,Anonymous,08/17,112,44,"National Capital Region, Repub","This was the same place bomb by the CPP NPA  as blatantly admitted by their leader and sponsored by the yellow people. By the way,  Ninoy Aquino knew about the plan so did not appear in the onset rally wherein people died and some where wounded.  Stop the black propaganda.",,"Text, Reply",21/09/18 17:19,https://drive.google.com/file/d/1XJCWyFs7Ssx5HM4lHhjO3fc-aMIS8CkQ/view?usp=share_link,Rational,0,0,0,,,,"There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

[https://factsfirstph-partners.rappler.com/4214/fact-check-jay-sonza-says-ninoy-aquino-jr-joma-sison-masterminds-1971-plaza-miranda-bombing/]",,,
29-106,18/04/23 21:07:21,https://twitter.com/ibawjuan/status/1497454497219878912,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy bomb,@ibawjuan,Starbucks,Be true even if others cannot.,Anonymous,10/16,544,611,,This is the effect of a fake revolution. Citizens born after 1986 are more knowledgeable about EDSA than the people who were already born when Joma Sison and Ninoy Aquino conspired to bomb Plaza Miranda in 1971.,,"Text, Reply",26/02/22 14:12,https://drive.google.com/file/d/1R-WjzdBLCkCuycLwCTKdIsVwzTdp2IZO/view?usp=share_link,Rational,4,0,1,,,,"There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

[https://factsfirstph-partners.rappler.com/4214/fact-check-jay-sonza-says-ninoy-aquino-jr-joma-sison-masterminds-1971-plaza-miranda-bombing/]",No location,,
29-107,18/04/23 21:12:49,https://twitter.com/Viethmier1/status/1277427509836079110,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy bomb,@Viethmier1,kuya V,"LovesGod above all! Engineer, Entrepreneur, Real Estate Broker Financial Advisor . Opinionated person , enjoys travelling and food.",Anonymous,08/18,1536,1176,"Toronto, Ontario",Do you really Ninoy is innocent?  Even now Former NPA commanders Berabe Buscayno and Victor Corpuz is saying that Ninoy was the brain of plaza Miranda bombing.  And was behind “light a fire movement “ threatend to bomb every major city every month. How would hail tah as a Hero?,,"Text, Reply",29/06/20 10:23,https://drive.google.com/file/d/1n6v8kZLmocIki1Jp1Q4-eIeja3hLzCHL/view?usp=share_link,Rational,0,0,0,,,,"There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

[https://factsfirstph-partners.rappler.com/4214/fact-check-jay-sonza-says-ninoy-aquino-jr-joma-sison-masterminds-1971-plaza-miranda-bombing/]","Tagged as 'Anonymous' since pfp and cover photo cannot be verified if they are legitimate. Also, full name is not disclosed.",,
29-108,18/04/23 21:15:13,https://twitter.com/gullwingcat/status/1597756742904868865,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy bomb,@gullwingcat,🇺🇸🇵🇭,“One Nation Under God”,Anonymous,09/15,1038,388,United States,"Ninoy was a traitor, he exposed to Malaysia the planned retaking of Sabah, he co-founded the communists to overthrow the government. He colluded w/ communists to bomb LP plaza Miranda rally to blame Marcos. He’s a traitor in many more ways a murderous traitor pa nga.🇵🇭🇵🇭🇵🇭",,"Text, Reply",30/11/22 08:57,https://drive.google.com/file/d/1shdX9hFYgWyCGnfBmz0GAAKyxUI81JGx/view?usp=share_link,Rational,1,0,0,,,,"The claim on Ninoy Aquino selling Sabah is still unproven. Hermes Dorado, former national territory division head of the Department of Foreign Affairs, claimed in 2013 that Aquino met with then-Malaysian Prime Minister Mohammad Mahathir. In the supposed meeting, which allegedly took place before Aquino returned to the Philippines from self-exile in the United States, the former senator told Mahathir that he would drop the Philippines’ claim on Sabah once in power, in exchange for Malaysia’s support to oust Marcos. Aquino was assassinated on his return on Aug. 21, 1983.

Dorado said he indirectly confirmed this piece of information from former ambassador and retired general Rafael Ileto. This claim could not be verified by documents or other accounts.

[https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs]

While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]

There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

[https://factsfirstph-partners.rappler.com/4214/fact-check-jay-sonza-says-ninoy-aquino-jr-joma-sison-masterminds-1971-plaza-miranda-bombing/]",,,
29-109,18/04/23 21:20:12,https://twitter.com/arthur_vee/status/1544421836364169218,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy cpp,@arthur_vee,The King,"I think, therefore I know. If you are able to organise your thoughts and language, you are likely to be able to change the way you think and behave. Loyalist.",Identified,02/12,4241,2758,"London, England","Cory Aquino: 
- Duly elected President= Tsismis. 
- Dictator Revolutionary President through a power grab= Fact.

Ninoy:
- Hero= Tsismis. 
- Organised the CPP-NPA-NDF; a traitor of the highest order= Fact.",,Text,07/06/22 04:43,https://drive.google.com/file/d/1ZYusocoWlsGIJcinApAEmfCwjy9xwfP-/view?usp=share_link,Rational,259,12,94,6,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]","Tagged as 'Identified' since account handle name seems to have context of his full name + pfp is a real person (i.e. not anime, celebrity, etc.)",,
29-110,18/04/23 21:23:30,https://twitter.com/orlydpogi53/status/1476017711222489091,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy cpp,@orlydpogi53,Orly Villanueva,Life Lessons,Identified,12/14,120,14,"Bacoor, Calabarzon",DECENT PALPAK ANG MGA AQUINO. EVEN CORY WAS NOT TRAINED IN PUBLIC SERVICE. NINOY ON THE OTHER HAND LEAD THE CPP NPA. HE  KNEW THE BOMBINGS IN METRO MANILA BEFORE IT HAPPENED. NINOY GLORIFIED CPP NPA. HE WANTED TO LEGALIZED THEM AS WELL.,,"Text, Reply",29/12/21 10:30,https://drive.google.com/file/d/1fVum97kItZ7OH-YEh3fWtWwwclvmn5K9/view?usp=share_link,Rational,0,0,0,,,,"There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

[https://factsfirstph-partners.rappler.com/4214/fact-check-jay-sonza-says-ninoy-aquino-jr-joma-sison-masterminds-1971-plaza-miranda-bombing/]

While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
29-111,18/04/23 21:24:49,https://twitter.com/DontTryMeTsk/status/1428993003599712262,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy cpp,🎋🎍Mitch🎍🎋,@DontTryMeTsk,"One thing I HATE the most is a LIAR! 👉If you believe strongly in something, don't be afraid to fight for it.👈",Anonymous,12/20,2814,3725,,"The monster that Ninoy Aquino, Joma Sison and Nur Misuari created.They created the CPP, the New People's Army (NPA) and the Moro National Liberation Front (MNLF) to foment a rebellion from all fronts: Luzon and the Visayas with the NPA and Mindanao with the MNLF. #NinoyIsNotAHero

{Alt-text image: a photo of the press conference of Joma Sison's Release}",,"Text, Image",21/08/21 16:10,https://drive.google.com/file/d/1S8ODsloCbrPon0zahkf07UUxftEgRCDm/view?usp=share_link,Rational,23,0,12,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]","- Tagged as 'Anonymous' since full name cannot be deduced from account name + pfp cannot be proven legitimate

- No location",,
29-112,18/04/23 21:25:35,https://twitter.com/molavefinds/status/1466587442820304896,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy cpp,@molavefinds,Jessie Torres,My caffeine fix just got co-opted by #TatayDigong & #BBMSARAUniteam #BuildBuildBuild,Identified,05/09,4156,1525,Makati CBD 1226,"Let us never forget that the late CIA-spun #EdsaHero Ninoy co-founded CPP/NPA with doddering luxe commie Joma. By extension, Santa Cory the haciendera was in bed with the commies long before that fateful day at the tarmac. So much for disgusting yellow revisionism vs ML.",,"Text, Reply",12/03/21 09:57,https://drive.google.com/file/d/1TpCI_F5XGtvn_QEl90I1vyVLTLh5UtFv/view?usp=share_link,Rational,0,0,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
29-113,18/04/23 21:26:47,https://twitter.com/TheSmilingBOW/status/1540170790624436224,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy cpp,"@TheSmilingBOW
",NemesisKun,,Anonymous,06/11,243,245,,"Ninoy founded the CPP NPA with the help of his friend, Joma Sison
Cory in turn, released her husband's friend after they had that mob rule happen. 

Noynoy on the other hand, was a useless and incompetent sack of crap that his remaining apologists still try to defend to this day",,"Text, Reply",24/06/22 11:11,https://drive.google.com/file/d/1N5BfStF4hAnJLouxt_PogGx89mvuzZPR/view?usp=share_link,Rational,2,0,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",No location and bio,,
29-114,18/04/23 21:32:13,https://twitter.com/deanfortun168/status/1269766576946835456,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy cpp,@deanfortun168,Dean Fortun 🇵🇭,Pragmatist. Realist. Futurist. Quid quid latet adparebit. Nil inultum remanebit.,Identified,10/16,2643,4972,Republic of the Philippines,"It was Ninoy who collaborated with Joma Sison to create the CPP. It was Cory who released them in jail in 1986. Add the utter lack of infrastructure from the sorry state of traffic now. Need I state the incompetence of Noynoy.
Ilan pa lang yan. 
Kakaloka lack of analysis mo bes.",,"Text, Reply",06/08/20 07:01,https://drive.google.com/file/d/1G87sVWUHjqhTTg-21pIGco-XWch6uMs8/view?usp=share_link,"Rational, Emotional",28,4,10,2,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]",,,
29-115,18/04/23 21:33:32,https://twitter.com/MDSOnwardPH22/status/1429002429010485253,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy cpp,@MDSOnwardPH22,❤💞💞🇵🇭🇵🇭🙏🙏MARCOS-DUTERTE👊🏽👊🏽👊🏽,"When helping the poor,leave the camera at home!",Anonymous,05/18,7970,12381,Manila,"Ninoy is not worth dying for,but
national traitor
founder of CPP NPA NDF Malaysian citizen not a filipino #NinoyIsNotAHero aka Marcial Bonifacio.

{Alt-text image: a quote from Ninoy Aquino which states ""THE FILIPINO IS WORTH DYING FOR""}",,"Text, Image",21/08/21 16:48,https://drive.google.com/file/d/1ghnQ__zR7QWOd6zDrC46WsYyA3zI78hu/view?usp=share_link,Rational,13,1,8,2,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]

Jose Ampeso, Vice Consul of the Philippine Consulate in New Orleans at the time and Aquino’s fraternity brother, revealed in 2014 that he provided two passports to Aquino upon the former senator’s request. One passport was under Aquino’s real name, while the other was under the alias “Marcial Bonifacio,” Ampeso said. 

Aquino’s “Marcial Bonifacio” passport was a Philippine travel document. It was secured through the help of ex-Mindanao congressman Rashid Lucman, according to a 2003 Philippine Daily Inquirer article quoting Cory Aquino. 

[https://verafiles.org/articles/vera-files-fact-check-ninoy-aquino-did-not-die-a-malaysian-citizen]
",,,
29-116,18/04/23 21:34:26,https://twitter.com/thatsthetweet00/status/1429092604809932806,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy cpp,@thatsthetweet00,that's the tweet,,Anonymous,08/09,2033,1117,,"They couldn't think of a better narrative.
That's why
 #DDSAkoTrollAko
Exists, we couldn't swallow anymore your b...
And we know
Ninoy founded
CPP/NPA/NDF
and bought
Sabah.
So we're here to tell you the truth
#NinoyIsNotAHero",,Text,21/08/21 22:46,https://drive.google.com/file/d/1aiNCwffSYDysyX6I8C_khOSqkOUzp6e2/view?usp=share_link,Emotional,1,1,0,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]

The claim on Ninoy Aquino selling Sabah is still unproven. Hermes Dorado, former national territory division head of the Department of Foreign Affairs, claimed in 2013 that Aquino met with then-Malaysian Prime Minister Mohammad Mahathir. In the supposed meeting, which allegedly took place before Aquino returned to the Philippines from self-exile in the United States, the former senator told Mahathir that he would drop the Philippines’ claim on Sabah once in power, in exchange for Malaysia’s support to oust Marcos. Aquino was assassinated on his return on Aug. 21, 1983.

Dorado said he indirectly confirmed this piece of information from former ambassador and retired general Rafael Ileto. This claim could not be verified by documents or other accounts.

[https://verafiles.org/articles/vera-files-fact-check-graphic-makes-false-unproven-claims-vs]",No location and bio,,
29-117,18/04/23 21:35:15,https://twitter.com/marortoll/status/1465830550141165568,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy cpp,@marortoll,The Buried Lead by Ramon Ortoll,Cook. Wide reader. Political crackpot. Old soul. Thinks outside of the box. Aspiring writer. Tech geek. Boomer. Former Chief of Staff. School of Hard Knocks.,Identified,06/17,721,11091,National Capital Region,"Ninoy Aquino's links to the CPP/NPA at that time have been confirmed together with evidence that he and Sison masterminded the Plaza Miranda bombing which resulted in injuries to the Senatorial candidates of the Liberal Party, which held its miting de avance on that evening.",,"Text, Reply",12/01/21 07:50,https://drive.google.com/file/d/1tyJmJVQmFK147C7HpXTVyNHgC1nKt2nL/view?usp=share_link,Rational,6,1,2,,,,"While Ninoy Aquino was not openly hostile to the CPP, there was no evidence to support the claim that he helped organize the CPP-NPA or the MNLF.

[https://www.rappler.com/newsbreak/fact-check/ninoy-aquino-organizer-cpp-npa-mnlf/]

There is no solid evidence yet that proves Ninoy Aquino's absence in the political rally has a direct connection to him orchestrating the bombing. Furthermore, no witnesses has ever tagged him as a suspect to the said bombing.

[https://factsfirstph-partners.rappler.com/4214/fact-check-jay-sonza-says-ninoy-aquino-jr-joma-sison-masterminds-1971-plaza-miranda-bombing/]",Tagged as 'Identified' since account name contains a full name,,
29-118,18/04/23 21:41:43,https://twitter.com/LeniLoser/status/1561183439000199168,29,"Cadiang, Ivan Cassidy",AQNO,Allegations Surrounding the Aquinos,ninoy marcial,@LeniLoser,elenita delmo,,Anonymous,06/22,244,287,Florida. USA,"REOPEN THE CASE OF NINOY AQUINO FOR THE SAKE OF FILIPINO!!! 
he dies using a Malaysian passport with the name of marcial bonifacio
#NinoyNotAHero

{Alt-text image: Ninoy Aquino's two passports}",,"Text, Image",21/08/22 10:48,https://drive.google.com/file/d/15D23XIVmYExE8KVfZtx_RMUNnqNz6_IA/view?usp=share_link,Emotional,7,1,3,3,,,"Jose Ampeso, Vice Consul of the Philippine Consulate in New Orleans at the time and Aquino’s fraternity brother, revealed in 2014 that he provided two passports to Aquino upon the former senator’s request. One passport was under Aquino’s real name, while the other was under the alias “Marcial Bonifacio,” Ampeso said. 

Aquino’s “Marcial Bonifacio” passport was a Philippine travel document. It was secured through the help of ex-Mindanao congressman Rashid Lucman, according to a 2003 Philippine Daily Inquirer article quoting Cory Aquino. 

[https://verafiles.org/articles/vera-files-fact-check-ninoy-aquino-did-not-die-a-malaysian-citizen]","- Tagged as 'Anonymous' since account exhibits troll-like behavior even if account name looks legitimate

- No bio",,
29-119,18/04/23 23:02:45,https://twitter.com/67amiable/status/747925615852953600,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Corrupt Aquino,@67amiable,Ahyin,,Anonymous,12/10,61,43,"National Capital Region, Repub","@cnnphilippines
 The real corrupt is Aquino family.",,Text,29/06/16 06:52,,Rational,0,0,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false 

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]
",No Bio,,
29-120,18/04/23 23:22:58,https://twitter.com/yamgishi/status/763493396497387520,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@yamgishi,れだ 山岸,私は 優しいです あなたには優しいですか？,Identified,10/14,4992,3016,,! Ang Aquino ang tunay na corrupt more than 6 trillions pesos ni lustay walang infrastructure ginawa sa Bansa!,,"Text, Reply",11/08/16 05:53,,"Rational, Emotional",1,0,1,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]","- No Location
- Marked as identified because the display picture looks like the user and there were tweets addressed to family and friends",,
29-121,18/04/23 23:33:15,https://twitter.com/yamgishi/status/766118680677580802,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@yamgishi,れだ 山岸,私は 優しいです あなたには優しいですか？,Identified,10/14,4992,3016,,! All Yellowtards are all tuta nang Aquino and Cojuangco Clan mga corrupt politicians! #bitagofficial!,,"Text, Reply",18/08/16 11:45,,Emotional,1,0,2,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]","- No Location
- Marked as identified because the display picture looks like the user and there were tweets addressed to family and friends",,
29-122,18/04/23 23:36:23,https://twitter.com/yamgishi/status/774463535061405696,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@yamgishi,れだ 山岸,私は 優しいです あなたには優しいですか？,Identified,10/14,4992,3016,,! We know all Aquino administration group are all Corrupt!,,"Text, Reply",10/09/16 12:24,,Rational,1,0,1,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]","- No Location
- Marked as identified because the display picture looks like the user and there were tweets addressed to family and friends",,
29-123,18/04/23 23:39:21,https://twitter.com/garutay99/status/779416999218802688,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@garutay99,garutay,,Anonymous,04/12,29,2,,si Aquino!  Magnanakaw at Corrupt.  The worst president!,,Text,24/09/16 04:27,,Emotional,0,0,0,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No bio and location,,
29-124,18/04/23 23:42:17,https://twitter.com/coffeejellyace9/status/784257930648363013,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@coffeejellyace9,✨yonha✨,✨✨2018 is my year ✨✨,Anonymous,03/16,570,950,"Davao City, Davao Region","what a poor standard for a president ! no wonder the previous admin of Abnoy Aquino  was so corrupt , ineffective and useless",,"Text, Reply",07/10/16 13:03,,Emotional,1,0,0,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",,,
29-125,18/04/23 23:51:53,https://twitter.com/mongosedread/status/802149598319939584,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Corrupt Aquino,@mongosedread,👊 Hyacinth 👊,Fight the Good Fight,Anonymous,11/16,29,26,,"mga corrupt, lalo na administration ng mga Aquino, ang mga Yolanda victim lingunin nyo di na cla naawa",,"Text, Reply ",25/11/16 21:59,,"Rational, Emotional",1,0,1,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No Location,,
29-126,18/04/23 23:58:14,https://twitter.com/SaraBratinela/status/834317316271673344,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Corrupt Aquino,@SaraBratinela,Sara Bratinela,Maganda. Mayaman. Naghirap. Yumaman Ulit. Patatas pa punyeta!,Anonymous,05/16,11,58,,Corrupt ang Aquino Admin. Face it! Deal with it!,,"Text, Reply",22/02/17 16:22,,"Emotional, Rational",0,0,0,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]","-No Location
-Marked as anonymous since there is no trace of real name and picture",,
