ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,"Joined
Format:",Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted ,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Tweet ID,,,,,Teacher's Remarks,Reviewer,Review,Reviewer's Remarks
59-412,02/04/2023 15:38:34,https://twitter.com/TheSmilingBOW/status/1640554084280463365,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"AbNoy, SAF44",@TheSmilingBOW,NemesisKun,,Anonymous,11-Jun,240,246,,They also neglect the fact that their AbNoy left the SAF44 to get slaughtered by terrorists.,,"Text, Reply",28/03/2023 11:19:00,,Emotional,2,1,0,0,262,,States that Aquino left SAF44 to die,,,,,,,,Spooky-Gorilla,,
59-413,02/04/2023 15:38:34,https://twitter.com/RyanLingo_/status/1641426312857530369,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,Mamasapano Massacre,@RyanLingo_,Ryan Lingo,Supporter of Unity Red & Green || Anti-Pinklawans || Anti-Toxic Politicians ||,Identified,20-Jun,"2,665","6,227",Mati,"Mamasapano Massacre:

""WALA AKONG ALAM."" 

And the president said, he was given wrong updates about the Mamasapano encounter. #Legacy

{Image: Soldiers carrying coffins near a military plane}",,"Text, Image",30/03/2023 21:05:00,,Rational,179,29,41,8,5934,,Misquotes Aquino,,,,,,,,Spooky-Gorilla,,
59-414,02/04/2023 15:38:34,https://twitter.com/hadrianne7/status/1153453669402083328?s=20,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Aquino, SAF44",@hadrianne7,Hadrianne.7,,Anonymous,15-Sep,104,76,,"How many Filipino fishermen would you like to see being retaliated? Just like when Aquino sent SAF44 and our fishermen to their deaths way back in 2014? 
Nobody can really fight against China. If you are being realistic, not delusional.",,"Text, Reply",23/07/2019 07:55:00,,Emotional,0,0,0,0,0,,Implies Aquino sent SAF44 to their deaths,,,,,,,,Spooky-Gorilla,,
59-415,02/04/2023 15:38:34,https://twitter.com/Rhainne33988827/status/1492986228370997248?s=20,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Noynoy Aquino, saf44",@Rhainne33988827,Caramel 👑,"💯🇵🇭 🍫 ♥
I don't like Pretenders!!🖕",Anonymous,20-Jan,141,19,,"Corazon Aquino- mendiola massacre
Noynoy Aquino- saf44, dengvaxia
Where are the so called ""human rights""? 😂 #BBMIsMyPresident2022 #BBMSARA2022 #UniteamBBMSara2022",,"Text, Reply",14/02/2022 06:17:00,,Emotional,1,0,0,0,0,,"misleading, needs context",,,,,,,,Spooky-Gorilla,,
59-416,02/04/2023 15:38:34,https://twitter.com/jmy_perez/status/1353530700692123648,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"SAF 44, Pnoy",@jmy_perez,Jimmy Perez,"Been there, done that; enjoying the life of my years. Real name, real pic, firmly held beliefs or convictions in all my tweets Everything is black or white",Identified,14-Nov,"4,969","4,273","Pasig City, Philippines","Filipinos remember today the massacre of SAF 44
Led to their deaths for the selfish motives of Pnoy!

{Image: A poster titled ""FALLEN NOT FORGOTTEN The Untold Story of the Gallant SAF44""}",,"Text, Image",25/01/2021 10:30:00,,Emotional,75,3,19,5,0,,"Needs context, unproven",,,,,,,,Spooky-Gorilla,,
59-417,02/04/2023 15:38:34,https://twitter.com/alexrey_cat/status/1562299374268747787?s=20,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Aquino, SAF44",@alexrey_cat,🅰🅻🅴🆇🅰🅽🅳🅴🆁,Everything truthful,Anonymous,Jun-17,290,92,Republic of the Philippines,"Same Aquino who sacrificed SAF44 for that ""peace.""",,"Text, Reply",24/08/2022 12:42:00,,Emotional,0,0,0,0,0,,implies Aquino sacrificed SAF44,,,,,,,,Spooky-Gorilla,,
59-418,02/04/2023 15:38:34,https://twitter.com/FallenAngel6997/status/1549958105001508865?s=20,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Aquino, SAF44",@FallenAngel6997,Fallen Angel,"Regrets,betrayals and acceptance.
filipino traitors run in their clan. tweeng and i are exempted. 🔥👑🔰😈🔰👑🔥
Owner Of USA NATO and sPAIN Ez. LouieArtOfWar",Anonymous,Jul-22,14,1,,Bongbong marcos i know why AQUINO sold SAF44 TO D ENEMIES. Want me to post a meme? 🤣🤣🤣🤣🤣,,Text,21/07/2022 11:23:00,,Emotional,0,1,0,0,0,,implies Aquino sold SAF44 out,,,,,,,,Spooky-Gorilla,,
59-419,02/04/2023 16:53:39,https://twitter.com/ChagataiExp4/status/870280183441367041,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Abnoy, SAF 44",@ChagataiExp4,𝗠𝗼𝘁𝗼 𝗖𝗵𝗮𝗴𝗮𝘁𝗮𝗶,"#FGO、#MtG、#L5R、#ガンプラ など限らず、好き勝手に呟きます。よろしくお願いします！

(雄)",Anonymous,Oct-14,768,730,,"Abnoy literally sent the SAF 44 to their deaths. Does this make Numero Unong Pasaway Winnie Monsod a hypocrite?

{Image: An image of Winnie Monsod with a caption ""I DO NOT WANT TO HAVE A PRESIDENT WHO IS A MURDERER""}",,"Text, Image",01/06/2017 22:05:00,,Emotional,1,0,0,1,0,,states that Aquino sent SAF 44 to their deaths,,,,,,,,Spooky-Gorilla,,
59-420,02/04/2023 16:53:39,https://twitter.com/PhilDefNews/status/1353643651755196416,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"PNP-SAF, AbNoy, Panot, B.S. Aquino Jr.",@PhilDefNews,rhk111 Defense,,Anonymous,Mar-11,44,438,,"On this day, 6 Years ago on January 25, 2015, 44 Members of the PNP-SAF were allowed to be massacred by Rebels by former President AbNoy Panot B.S. Aquino Jr.
#PhilippineNationalPolice #PNP #SpecialActionForce #SAF #PNoy #AbNoy #BenignoAquinoJr",,"Text, Quote Tweet",25/01/2021 17:59:00,,"Rational, Emotional",0,0,0,0,0,,misleading,,,,,,,,Spooky-Gorilla,,
59-421,02/04/2023 16:53:39,https://twitter.com/AlbeOrdy/status/1353685864438620164?s=20,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"abnoy, 44, NPA",@AlbeOrdy,Andro A.,35,Anonymous,Apr-18,326,294,"Rizal, Calabarzon",Pa bday ata ni abnoy sa nanay nya yung 44 n sundalo na pinatay ng nga NPA..,Abnoy still remembers his mother the 44 soldiers who were killed by the NPA..,"Text, Reply",25/01/2021 20:47:00,,Emotional,1,0,0,0,0,,states that aquino offered the 44 soldiers to her deceased mother for her birthday,,,,,,,,Spooky-Gorilla,,
59-422,02/04/2023 16:53:39,https://twitter.com/marredroyalty/status/1412338959183613969?s=20,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Noynoy Aquino, P-Noy, Saf44, ABNOY",@marredroyalty,Marjhon Havana,"🇵🇭 Filipino Scientists, Filipino Inventors

(rare)",Identified,Jun-18,"2,476","2,172",,"US turns over C130 cargo plane to PH Air Force 

The United States formally turned over another C130 to the Philippine Air Force on Monday, October 24. It is the 2nd of the two C130s bought by the previous Noynoy Aquino (P-Noy) admin.

Saf44 + 50 C130 = 90 Na pinatay ni ABN0Y",,Text,06/07/2021 17:13:00,,Emotional,1,0,0,0,0,,implies Aquino killed SAF44,,,,,,,,Spooky-Gorilla,,can also be considered rational
59-423,02/04/2023 16:53:39,https://twitter.com/wistlebomber/status/978374398670524416?s=20,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Aquino, SAF44",@wistlebomber,🦅D'Dfender(TRUMP-DU30)🦅🇺🇸🇵🇭🇬🇧🇫🇷🇮🇱🇯🇵,"🇺🇸0-9( VADM )officer of the navy, Mechanical Eng'r., Computer programmer & active patriot🎩.
#MOTTO; Non sibi sed patriae
#MAGA DEFENDER💥
#DU30 DEFENDER👊",Anonymous,Mar-11,"15,084","15,803","Nava de Francia, España","Intel reveals that former President Aquino was allegedly late for SAF44 meeting due to playing DOTA.. and was caught saying, hahaha, I beat you!😂🤣😃",,Text,27/03/2018 04:53:00,,Emotional,3,0,0,0,0,,"Unproven, misleading",,,,,,,,Spooky-Gorilla,,
59-424,02/04/2023 16:53:39,https://twitter.com/PawieSharpei/status/1128962344711704576,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Bam, PNoy, Mamasapano",@PawieSharpei,Pawie The Wonder Dog,"ram Qup 'ej vaj maHtaH, 'ach Sor vutmeH qeylIS neH.",Anonymous,Jun-11,"1,022",879,Manila,"Ok. By association:
Trillanes is a murderer because he’s a soldier
Colmenares is a murderer bec of his association with Bayan Muna->CPP/NPA
Bam is also a murdere because of his blood relation to PNoy (Mamasapano, street crimes, Luisita)
Gutoc by her Marawi failure to stop ISIS",,"Text, Quote Tweet",16/05/2019 17:56:00,,"Rational, Emotional",5,3,3,0,0,,"false, needs context",,,,,,,,Spooky-Gorilla,,
59-425,02/04/2023 16:53:39,https://twitter.com/menchongdeee/status/1301750528217460742,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"PNoy, Mamasapano massacre",@menchongdeee,Mench Tilendo,"anti-imperialist, writes for http://Bulatlat.com",Identified,Dec-10,833,"7,865",,"one of the major issues during PNoy admin that really agitated me and made me decide to become a student activist was the Mamasapano massacre. He was the mastermind of that bloodbath, even glorified the troops responsible for the murder of innocent lives. He's not a 'lesser evil'",,Text,04/09/2020 13:14:00,,Emotional,104,4,5,0,0,,"misleading, unproven, implies that Aquino is the mastermind of the Mamasapano massacre",,,,,,,,Spooky-Gorilla,,
59-426,02/04/2023 16:53:39,https://twitter.com/Xylpher10/status/1624065721490890752,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Saf 44, pnoy",@Xylpher10,XylpherVale10,Wannabe #artist #fanartist #meme,Anonymous,Jun-22,477,21,,How about the death of the Saf 44? Where pnoy just laughed at the family members and compared their lives to mere video game characters. The public has already decided.,,"Text, Reply",10/02/2023 23:20:00,,Emotional,0,1,0,0,10,,"false, misleading",,,,,,,,Snug-Finch,"Incorrect Format
Recent data","Has additional seconds field set to '00'
Reasoning does not have cirations/sources"
59-427,02/04/2023 16:58:00,https://twitter.com/jmy_perez/status/824118634750558214,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"SAF 44, Pnoy",@jmy_perez,Jimmy Perez,"Been there, done that; enjoying the life of my years. Real name, real pic, firmly held beliefs or convictions in all my tweets Everything is black or white",Identified,Nov-14,"4,970","4,274","Pasig City, Philippines",Let us demand that Times Street in QC be changed to SAF 44 Avenue In perpetual memory that it was Pnoy who led them to their deaths,,Text,25/01/2017 12:56:00,,Emotional,18,2,10,1,0,,implies that Aquino led SAF 44 to their deaths,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources.
Tweet is from 2017"
59-428,02/04/2023 05:00:00,https://twitter.com/Alakdan1102Eric/status/782781138385395712,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Pnoy, SAF 44",@Alakdan1102Eric,pinoyako,"IT Support Analyst,CyberSecurity Network Analyst,Cybersecurity Analyst
Information Security Analyst, Network Administrator, Network Technician.",Anonymous,Aug-12,"3,037","1,933","California, USA, Vancouver Can","@cocoy  @akosiDamaso   wow oh! Maybe you guys forgot what Pnoy  did to SAF 44, send to combat to be slaughtered!no reinforcement.😎",,"Text, Reply",03/10/2016 11:15:00,,Emotional,1,0,0,2,0,,implied Pnoy sent SAF 44 to be slaughtered,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources.
Tweet is from 2016"
59-429,02/04/2023 05:00:00,https://twitter.com/menjates/status/870876462722818048,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Pnoy, saf 44",@menjates,Celso Menjates,Cool,Identified,Mar-17,53,10,"Berlin, Germany",Yup! Dont be like Pnoy playing  xbox while saf 44 got slaughtered,,Text,03/06/2017 13:35:00,,Emotional,0,0,0,0,0,,"false, unproven",,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-430,02/04/2023 05:18:00,https://twitter.com/MindanaoGSD/status/826971501433720832,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"PNoy, SAF 44",@MindanaoGSD,Mindanao Gold Star Daily,The Biggest Newspaper in Mindanao. Philippine Press Institute-Konrad Adenauer Foundation HALL OF FAMER for Business and Economic Reporting.,Media,Jul-12,244,924,"Cagayan de Oro, Philippines","PNoy lef SAF 44 to death
#MindanaoGoldstarDaily #GoldstarDailyNews @mindanaogsd

 http://mindanaogoldstardaily.com/pnoy-lef-saf-4...",,"Text, URL",02/02/2017 09:52:00,,"Rational, Transactional",0,0,0,0,0,,misleading,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-431,02/04/2023 05:18:00,https://twitter.com/Redcros_/status/867567031419260928,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Mamasapano, Pnoy",@Redcros_,red,,Anonymous,Mar-10,"9,664","38,052",EL 8622,"Mamasapano ""Wala akong alam diyan!"" -Pnoy
Crisis in Marawi ""Don't be afraid, I'll be home."" -Pres. Du30

Now tell me who's ur real president",,Text,25/05/2017 10:24:00,,Emotional,93,0,21,4,0,,"misquote, misleading",,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources
Location seems to be not real"
59-432,02/04/2023 05:18:00,https://twitter.com/IrgsEver/status/888247636339286020,59,"Choa, John Miguel",AQNO,Aquino sent SAF 44 to their death,"Pnoy, Mamasapano, SAF44",@IrgsEver,LoveOurCountry,Filipinos have no other country except the Philippines.(New Twitter Account),Anonymous,Jun-17,70,154,,"Jordan has a leader like PRRD unlike 
Pnoy who led Mamasapano then laugh at d wake of SAF44

{Image: Screenshot of a post containing images of Duterte with other soldiers and people in Marawi. The post is captioned ""Halos ayaw nang umalis ni PRRD kanina sa Marawi. #PRRDsaMARAWI #SupportOurTroops #BangonMarawi}

{Image: Duterte with Bong Go and other soldiers}

{Image: Screenshot of post captioned ""Looking at this photo, we realized that Noynoy wasn't just smiling at the wake of the SAF 44. He was actually cackling (laughing hard). #RandomMusings"" with an image of a wake with Aquino laughing}",,"Text, Image, Reply",21/07/2017 12:01:00,,Emotional,2,1,1,0,0,,misleading,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-433,03/04/2023 08:39:00,https://twitter.com/TheSmilingBOW/status/1608051845657939970,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"saf44, die",@TheSmilingBOW,NemesisKun,,Anonymous,Jun-11,239,244,,"The truth is that this utter idiot caused their deaths by not sending any backup.

HE LEFT THE SAF44 TO DIE. 

and that is a fact that the absolute moronic aquino apologists can never live down.

{Image: Picture of Noynoy Aquino with his mouth open}",,"Text, Image, Reply",28/12/2022 18:46:00,,Emotional,7,0,0,0,57,,implied Pnoy sent SAF 44 to be slaughtered,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-434,03/04/2023 09:29:00,https://twitter.com/rubio_surber/status/1543866023958515713,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"saf44, killed",@rubio_surber,Corazon Rubier Surber,,Identified,Jun-16,285,374,,"As far as the Aquino's and Liberal's  concern, the Marcoses killed Ninoy just like they don't want to admit that Noynoy led the  SAF 44 to their deaths. Liberal's hypocrisy is bottomless.",,"Text, Reply",07/04/2022 15:55:00,,Emotional,1,0,0,0,0,,implied Pnoy sent SAF 44 to be slaughtered,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-435,03/04/2023 09:30:00,https://twitter.com/Awawawa80844695/status/1161906791845728256,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"killed, saf44",@Awawawa80844695,Awawawaw,,Anonymous,Jul-19,11,2,,"Cory aquino made the people.poor.
Brainwashed the filipinos
And her son killed saf 44.",,"Text, Reply",15/08/2019 15:45:00,,Emotional,1,2,1,1,0,,"misleading, unproven",,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-436,03/04/2023 09:30:00,https://twitter.com/Gizzss1/status/1262230483649298434,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"killed, saf44",@Gizzss1,Gizzss,Nothing,Anonymous,Mar-20,21,38,,"And Aquino...had so much corruption especially in the Yolanda relief operations where the money and supplies sent by other countries just magically disappeared. Ghost projects galore, failed to capture the MNLF leaders during the Zamboanga siege, killed the SAF 44-",,"Text, Reply",18/05/2020 11:56:00,,Emotional,0,0,0,0,0,,implied Pnoy sent SAF 44 to be slaughtered,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources
Could also be rational"
59-437,03/04/2023 10:04:00,https://twitter.com/lakasloob/status/1606247181966405632,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Noynoy Aquino, saf44",@lakasloob,Rebazar,Just tell the truth.,Anonymous,Nov-10,289,216,,Maria Ressa won the Nobel Peace Prize by writing bad about the Philippines. Noynoy Aquino attempted to also earn a Nobel Peace Prize by ordering the murder of the SAF 44. Two persons doing treasonous acts for self-promotion. It's the yellow and pink trademarks.,,Text,23/12/2022 19:15:00,,Emotional,1,0,1,0,0,,misinformation,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources
Could also be rational"
59-438,03/04/2023 10:27:00,https://twitter.com/PoliticsBuster/status/1252967018644398081,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Noynoy, 44 SAF",@PoliticsBuster,PH Loyalist ver. 2.0,Nambubwisit ng mga DILAWAN at Pa WOKES sa twitter. MASS REPORT PA MORE MGA GUNGGONG!!!,Anonymous,Apr-19,147,871,,"Noynoy is mentally challenged, he let 44 SAF soldiers die because of a reward and publicity.",,"Text, Reply",22/04/2020 22:26:00,,Emotional,11,1,0,0,0,,"implied Pnoy sent SAF 44 to be slaughtered, unproven",,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-439,03/04/2023 11:39:00,https://twitter.com/pachamva/status/1381620822268211202,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Noynoy Aquino, SAF",@pachamva,KUNTENTO,toxic,Anonymous,Dec-20,5,0,,eh ung disenteng Noynoy Aquino nag koche kochehan habang kinakatay ang SAF sa Mamasapano,,"Text, Reply",04/12/2021 22:50:00,,Emotional,0,0,0,0,0,,"false, misleading",,,,,,,,Snug-Finch,Incorrect Format,"Date posted has additional seconds field set to '00' and has month before day
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-440,03/04/2023 11:39:00,https://twitter.com/LexjeffA/status/940925560754016256,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Aquino, SAF 44",@LexjeffA,Alexson Altesclaro,AA is a person who witnessed how yellow creatures exploited the Republic for decades. A Filipino who is dying for the change we deserved.,Identified,Aug-17,11,3,"Davao Region, Republic of the","Now we have martial law in Mindanao, there is no place like Mindanao. Hope this will be extended for more than a decade.
Aquino prefered to kill SAF 44 than having peace in Mindanao. No more drug addicts and with Martial Law, make sense and it's perfect.",,"Text, Reply",13/12/2017 20:45:00,,Emotional,0,0,0,0,0,,misleading,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-441,03/04/2023 11:39:00,https://twitter.com/AlmonJeflex/status/929516232855887873,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Aquino, murdered, 44 SAF, yellow vultures",@AlmonJeflex,LJ Muyco,LJ hate drugs and wishes that the lives of Filipinos will improve after Aquino and the yellow vultures exploited the nation and its resources.,Identified,Aug-17,5,4,"Cocofed Dorm, Davao City","Aquino murdered 44 SAF and her mother Cory massacred more than a dozen in Mendiola? What's the big deal? 
Filipinos prefer to hear drug addicts and criminals killed on daily basis. 
Without the yellow vultures, the Republic will be a great nation. Zero Drug, Zero Hypocrites.",,"Text, Reply",12/11/2017 09:08:00,,Emotional,0,0,0,0,0,,implied Pnoy sent SAF 44 to be slaughtered,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-442,03/04/2023 11:39:00,https://twitter.com/maxell_lander/status/1144743934247092224,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Noynoy Aquino, murder, Aquino, SAF 44",@maxell_lander,Maxell,"Dubito, ergo cogito, ergo sum (I doubt, there4 I think, there4 I am)",Anonymous,Feb-12,"4,873","3,645",,"Yellow attack dog and former Ombudsman Conchita Morales tried to protect Noynoy Aquino by filing a weak case against him who was her boss. Now that she is gone, the proper murder cases should be filed against Aquino for letting the SAF 44 heroes die mercilessly w/no reinforcement",,"Text, Quote Tweet",29/06/2019 07:06:00,,Emotional,13,1,1,0,0,,implied Pnoy sent SAF 44 to be slaughtered,,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources
Could be rational"
59-443,03/04/2023 11:39:00,https://twitter.com/micashan/status/1172011312290775040,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Aquino, SAF-44",@micashan,Micashan,"Dreamer, believer",Anonymous,Jul-11,606,124,,"Aquino allowed the SAF-44 to happen, spending less for infra, didn’t bother to put weight on the country’s fiscal health- he was just in his ivory tower",,"Text, Quote Tweet",12/09/2019 12:57:00,,"Rational, Emotional",0,0,0,0,0,,"implied Pnoy sent SAF 44 to be slaughtered, needs context",,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-444,03/04/2023 11:39:00,https://twitter.com/Carwyn_Candila/status/1216740717332066304,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Aquino, SAF 44",@Carwyn_Candila,Carwyn,curly hair f*g commie from the south / he/they,Identified,May-16,"2,191","6,343","Manila, Philippines","went to his original plans (visiting the military WITHOUT ANY MENTION OF THE TRAGEDY), instead of attending to the people as soon as possible. Sounds familiar? It was the same thing that Aquino did when SAF 44 occurred while he enjoyed a special appearance in GGV.",,"Text, Reply",13/01/2020 23:16:00,,Emotional,2,1,0,0,0,,"false, misleading",,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources
Bio was deleted"
59-445,03/04/2023 11:39:00,https://twitter.com/jervydc/status/1547076263772205057,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"SAF 44, aquino",@jervydc,nOti d grEaT,,Anonymous,Dec-14,99,22,,Really? Is that why he instructed Trilling to back door? Is that why he left SAF 44 to someone not in duty and put the blame to them? Is that why he thinks the difference bet marcos and aquino before helping our countrymen in tacloban?,,"Text, Reply",13/07/2022 12:31:00,,Emotional,33,5,0,0,0,,"Needs context, unproven",,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-446,03/04/2023 11:39:00,https://twitter.com/rhomsogladih/status/1533656610844749827,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Aquino, 44 SAF",@rhomsogladih,RomeHiddenWorld,The Best is yet to come,Anonymous,Nov-15,846,384,Cabanatuan City Central Luzon,"Yes,,, bcoz the occasion was not led by an Aquino who murdered 44 SAF patriots and their cohorts who plundered the Govt. Coffer",,"Text, Reply",06/06/2022 11:46:00,,Emotional,0,0,0,,,,"implied Pnoy sent SAF 44 to be slaughtered, needs context",,,,,,,,Snug-Finch,Incorrect Format,"Has additional seconds field set to '00'
Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-447,03/04/2023 11:39:00,https://twitter.com/cpatricialaurel/status/824502357564153856,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Aquino, SAF",@cpatricialaurel,Patricia Laurel,,Identified,Sep-15,250,538,,"Speaking b4 d families of d slain SAF COMMANDOS in Mlacanang,d Pres said Aquino fed d SAF troopers""to d lion's den to be eaten by death""",,Text,26/01/2017 14:20,,Emotional,0,1,0,,,,implied Pnoy sent SAF 44 to be slaughtered,,,,,,,,Snug-Finch,Incorrect Format,"Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
59-448,03/04/2023 11:39:00,https://twitter.com/mackygulo/status/963157021888516101,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"Aquino, SAF44",@mackygulo,Macky gulo,(suspicious link),Anonymous,Apr-14,51,15,,"The Aquino admin is heartless. They slaughtered those SAF 44 for reward and butchered Dona Luisita residents for land. Worst, they created 800k children into zombie for money. All for money!",,"Text, Reply",13/02/2018 5:05,,Emotional,0,0,0,,,,"implied Pnoy sent SAF 44 to be slaughtered, misleading",,,,,,,,Snug-Finch,Incorrect Format,"Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources
Date Posted is has H:MM instead of HH:MM"
59-449,03/04/2023 11:39:00,https://twitter.com/marimonzon/status/1020994394613170176,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"aquino, killers, SAF44",@marimonzon,mari ramos,"A vile wretch who has been saved by the grace of God🙌
Like Jesus, I'm not *nice* either,
I confront religious hypocrites⛪",Anonymous,Oct-19,"1,092",254,Republic of the Philippines,"Sila aquino ang confirmed killers...DENGVAXIA 71 DEAD CHILDREN NA, SAF 44, HACIENDA LUISITA, MENDIOLA MASSACRE.. so who supports the ""policy of killings""?? So who is a ""KILLER IN THE EYES OF GOD, unless your God is Aquino🤪",,"Text, Reply",22/07/2018 19:30,,Emotional,0,0,0,,,,"implied Pnoy sent SAF 44 to be slaughtered, misleading",,,,,,,,Snug-Finch,Incorrect Format,"Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources
Account joined 2009 not 2019"
59-450,03/04/2023 11:49:00,https://twitter.com/juandelako/status/1207645968696365059,59,"Lisondra, Amadeus Rex",AQNO,Aquino sent SAF 44 to their death,"noynoy, saf 44",@juandelako,Juan delacruz,,Anonymous,Nov-19,11,0,,"Parehay lang ginawa ni abnoy, noynoy sent saf 44, and murdered by terorist, who is the murderer, of course abnoy never sent military to help saf 44.. simple logic bugok..",,"Text, Reply",19/12/2019 20:56,,Emotional,1,0,0,,,,impled Pnoy sent SAF 44 to be murdered,,,,,,,,Snug-Finch,Incorrect Format,"Joined is MM/YYYY instead of MM/YY
Reasoning does not have cirations/sources"
